age,attrition,business_travel,distance_from_home,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,num_companies_worked,over_time,percent_salary_hike,relationship_satisfaction,standard_hours,stock_option_level,worklife_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,remote_work,monthly_income_$,total_working_years
33,yes,non-travel,3,3,life sciences,1,M,3,1, research scientist ,1,single,1,Yes,11,1,part-time,0,3,10,9,7,no,3348,6
50,no,non-travel,28,1,medical,4,M,4,1, laboratory technician ,3,married,1,Yes,11,3,full-time,3,3,20,3,8,yes,10673,20
32,no,non-travel,24,4,life sciences,1,M,3,2, laboratory technician ,4,unknown,1,No,15,4,full-time,2,3,10,4,7,yes,5309,10
42,no,non-travel,29,3,unknown,2,M,3,2, manufacturing director ,2,unknown,1,unknown,13,4,part-time,1,2,9,7,8,yes,5633,10
49,yes,non-travel,11,3,marketing,3,F,3,3, sales executive ,4,married,1,No,18,1,full-time,2,4,9,7,7,no,7654,13
27,no,non-travel,5,1,unknown,3,M,2,3, research director ,4,divorced,1,unknown,16,2,full-time,1,3,9,0,8,yes,12808,21
33,no,travel_rarely,1,3,medical,1,M,4,2, sales executive ,1,divorced,1,unknown,22,1,full-time,1,3,9,0,8,yes,5129,9
52,no,non-travel,26,4,unknown,3,F,2,4, manufacturing director ,4,married,3,No,22,3,part-time,0,3,9,0,0,no,16217,31
32,no,non-travel,5,2,life sciences,2,M,3,2, sales executive ,2,unknown,1,No,14,4,part-time,1,3,10,5,3,yes,5633,10
36,no,non-travel,14,1,life sciences,3,M,3,2, healthcare representative ,4,unknown,0,unknown,17,1,full-time,1,2,16,4,11,no,6586,11
31,no,non-travel,20,2,unknown,4,F,3,2, sales executive ,3,unknown,1,unknown,13,4,full-time,1,2,9,0,0,no,6399,11
36,no,travel_rarely,2,4,medical,3,M,3,1, laboratory technician ,3,single,4,No,21,3,full-time,0,3,11,3,9,yes,2519,5
52,no,non-travel,1,2,life sciences,4,M,3,4, manager ,4,married,2,unknown,15,2,part-time,1,3,9,7,8,yes,17099,26
33,no,non-travel,17,3,unknown,4,M,3,4, manager ,3,single,1,unknown,11,4,full-time,0,3,10,6,0,no,5633,10
45,no,non-travel,23,2,life sciences,4,M,3,2, laboratory technician ,1,unknown,1,Yes,15,3,part-time,1,3,9,0,8,yes,5129,9
36,no,travel_rarely,12,5,unknown,4,F,2,3, manufacturing director ,4,unknown,0,unknown,11,2,full-time,0,2,14,7,8,yes,8153,15
49,no,non-travel,8,4,unknown,4,M,2,4, sales executive ,2,unknown,6,unknown,17,2,part-time,1,3,9,2,3,no,13120,22
29,yes,non-travel,23,1,unknown,4,F,2,3, sales executive ,1,unknown,1,unknown,13,1,full-time,1,1,11,3,10,yes,6137,11
29,no,non-travel,6,1,unknown,2,F,3,1, laboratory technician ,4,married,1,unknown,13,1,full-time,1,3,10,0,8,no,3131,6
37,no,non-travel,1,3,life sciences,4,F,2,2, manufacturing director ,4,married,1,unknown,13,2,part-time,1,2,14,3,11,yes,7649,14
33,no,travel_rarely,10,5,unknown,4,M,4,3, sales executive ,3,unknown,0,unknown,14,4,full-time,2,3,9,0,8,yes,6399,11
34,no,travel_frequently,19,3,medical,3,F,3,2, laboratory technician ,2,divorced,4,No,13,3,part-time,2,4,11,5,10,yes,4444,15
28,no,non-travel,1,3,unknown,3,F,1,2, laboratory technician ,4,married,0,No,11,1,full-time,3,3,9,7,5,yes,6674,10
31,no,non-travel,2,4,unknown,4,F,3,3, sales executive ,3,unknown,1,Yes,19,1,full-time,1,2,10,9,6,yes,9852,10
42,no,non-travel,2,1,life sciences,3,M,3,4, manager ,3,unknown,0,Yes,13,4,part-time,0,2,20,2,10,no,17861,21
40,no,travel_rarely,2,3,life sciences,3,M,3,2, research scientist ,4,single,1,unknown,13,3,part-time,0,3,9,8,8,yes,5129,9
34,no,non-travel,15,2,medical,3,F,3,2, sales executive ,1,single,1,unknown,12,4,full-time,0,4,10,9,6,yes,6399,11
58,no,travel_rarely,1,3,unknown,4,F,3,5, research director ,1,unknown,3,unknown,21,3,full-time,1,3,9,1,5,no,6399,11
31,yes,travel_frequently,1,5,unknown,3,F,4,3, manufacturing director ,2,unknown,1,unknown,11,1,full-time,0,3,10,4,7,yes,7446,13
40,no,non-travel,8,1,unknown,4,M,2,3, research director ,2,unknown,2,No,11,3,full-time,1,3,9,4,8,yes,13757,16
53,no,non-travel,2,3,medical,4,M,4,4, research director ,2,single,4,No,12,2,full-time,0,2,9,8,8,yes,16598,35
34,no,non-travel,15,3,unknown,2,M,3,4, research director ,1,unknown,7,unknown,14,4,full-time,2,2,14,6,9,yes,8657,16
35,no,travel_rarely,16,3,life sciences,4,F,2,3, healthcare representative ,2,single,1,No,19,4,full-time,0,1,11,3,3,yes,6399,11
37,no,non-travel,13,3,unknown,1,M,3,2, research scientist ,4,married,1,unknown,17,1,full-time,0,3,10,3,7,yes,4285,8
42,no,travel_frequently,2,3,unknown,4,M,3,3, healthcare representative ,4,unknown,2,Yes,14,3,part-time,1,1,20,13,9,yes,10124,24
45,no,non-travel,1,4,unknown,1,M,3,3, healthcare representative ,2,divorced,1,unknown,12,1,full-time,3,3,10,7,7,yes,6399,11
30,yes,travel_rarely,1,3,unknown,2,M,2,2, sales executive ,1,married,1,No,11,4,full-time,1,3,10,6,7,yes,9714,16
38,no,travel_rarely,14,3,life sciences,3,M,3,2, sales executive ,2,married,0,unknown,11,4,part-time,1,3,9,7,7,yes,9924,10
50,no,non-travel,20,5,medical,2,M,3,4, healthcare representative ,3,unknown,2,unknown,15,3,part-time,1,3,30,12,13,no,11245,32
39,no,travel_rarely,3,2,unknown,3,M,2,2, laboratory technician ,3,unknown,0,unknown,15,4,full-time,1,3,10,0,7,yes,3069,6
34,no,travel_rarely,3,3,unknown,4,F,3,2, research scientist ,2,unknown,1,No,12,3,part-time,1,3,11,7,9,yes,6137,11
54,no,travel_rarely,22,5,unknown,2,F,3,4, manager ,3,unknown,3,unknown,25,3,part-time,1,3,10,4,7,yes,18737,36
41,no,travel_rarely,6,3,marketing,4,M,3,3, sales executive ,3,unknown,1,No,12,2,full-time,0,3,10,8,7,no,9241,16
39,no,non-travel,1,3,life sciences,4,M,3,2, laboratory technician ,4,married,1,unknown,15,4,full-time,1,3,9,5,8,yes,6472,11
40,no,travel_rarely,7,4,unknown,2,M,3,5, manager ,2,unknown,1,No,14,2,full-time,0,2,21,12,8,no,6399,11
33,no,non-travel,4,3,technical degree,4,M,3,2, research scientist ,2,unknown,5,No,15,4,full-time,2,2,9,1,7,yes,3055,11
36,no,non-travel,10,3,life sciences,4,M,3,3, healthcare representative ,1,unknown,7,unknown,13,4,part-time,1,3,12,5,7,no,8321,15
33,no,non-travel,8,4,life sciences,4,M,4,1, research scientist ,1,married,6,No,19,2,full-time,1,3,10,7,6,yes,3143,14
34,no,travel_rarely,8,2,unknown,2,M,4,2, sales executive ,3,unknown,1,No,21,3,full-time,2,3,10,4,8,no,5633,10
29,no,travel_frequently,46,1,medical,4,M,3,1, laboratory technician ,4,married,1,No,13,2,full-time,0,4,11,3,10,no,6399,11
46,no,travel_rarely,2,2,life sciences,4,M,3,3, manufacturing director ,4,divorced,3,unknown,14,3,full-time,1,2,9,4,7,yes,8578,12
27,no,travel_rarely,23,1,medical,2,F,2,2, sales representative ,3,married,1,No,21,4,full-time,1,3,9,5,8,no,6399,11
31,no,non-travel,36,3,life sciences,2,M,3,2, laboratory technician ,3,divorced,1,No,11,1,full-time,1,3,10,0,2,no,4197,10
45,no,travel_rarely,25,2,life sciences,2,F,2,2, manufacturing director ,4,unknown,0,No,13,4,full-time,2,2,9,3,8,yes,5633,10
34,no,travel_rarely,1,3,marketing,1,M,3,3, sales executive ,4,unknown,1,No,21,1,full-time,0,2,14,2,1,no,9888,14
31,no,non-travel,1,3,life sciences,4,M,1,2, research scientist ,1,married,1,unknown,21,2,full-time,0,3,10,8,7,yes,5633,10
35,no,non-travel,7,4,unknown,3,F,3,2, sales executive ,4,unknown,1,Yes,11,4,part-time,0,3,10,0,9,no,5633,10
39,no,travel_rarely,15,4,marketing,2,M,3,4, sales executive ,1,single,0,No,12,1,full-time,0,3,20,11,10,no,13341,21
40,no,travel_rarely,2,2,marketing,2,F,3,2, sales executive ,2,married,3,No,14,3,full-time,1,3,11,5,10,yes,5677,10
30,no,travel_rarely,1,2,medical,4,M,3,1, laboratory technician ,2,married,1,No,13,3,part-time,0,2,12,1,7,no,6641,12
47,no,non-travel,1,1,unknown,3,F,3,3, research director ,2,married,0,No,18,1,part-time,2,1,13,5,12,yes,7649,14
52,no,non-travel,29,4,unknown,1,M,3,1, sales representative ,4,divorced,2,unknown,15,2,full-time,2,3,9,0,0,yes,8657,16
49,no,travel_frequently,8,1,unknown,3,M,2,2, research scientist ,2,married,1,No,23,4,part-time,1,3,10,1,7,yes,5633,10
33,no,travel_frequently,19,4,life sciences,19,F,3,1, research scientist ,3,married,1,unknown,11,3,full-time,0,3,8,3,0,yes,2909,5
32,no,non-travel,2,2,life sciences,4,M,3,1, laboratory technician ,4,unknown,0,unknown,13,3,part-time,0,2,7,3,6,yes,4625,8
38,no,travel_frequently,23,3,unknown,4,M,2,3, manufacturing director ,3,unknown,0,No,21,2,full-time,0,3,9,1,8,yes,9526,16
36,no,travel_rarely,27,3,medical,3,M,3,2, healthcare representative ,3,unknown,6,unknown,13,2,full-time,2,2,7,7,7,yes,9161,17
42,no,non-travel,8,4,unknown,3,M,3,2, sales executive ,2,unknown,0,unknown,11,4,full-time,1,3,9,4,2,no,6825,10
31,no,non-travel,7,4,life sciences,4,M,3,2, laboratory technician ,4,divorced,3,No,22,4,full-time,1,2,7,1,7,no,6399,11
31,no,travel_rarely,8,4,unknown,3,F,3,2, manufacturing director ,4,single,1,No,23,4,part-time,0,3,11,1,8,no,4424,11
51,no,non-travel,21,4,marketing,3,M,3,2, sales executive ,4,unknown,0,unknown,22,4,full-time,0,1,10,1,0,yes,5441,11
34,yes,travel_frequently,7,3,unknown,1,M,1,2, laboratory technician ,3,unknown,1,Yes,24,4,full-time,0,3,9,0,6,yes,6074,9
36,no,non-travel,11,2,technical degree,2,F,3,3, sales executive ,4,unknown,0,No,14,3,part-time,1,3,9,2,8,no,5633,10
30,no,travel_frequently,23,3,unknown,1,M,1,1, research scientist ,3,divorced,1,No,25,3,part-time,3,2,10,0,9,no,6399,11
33,no,non-travel,12,2,unknown,12,M,3,2, sales executive ,2,married,0,unknown,13,1,full-time,1,4,7,0,7,yes,6146,11
31,yes,non-travel,6,4,life sciences,2,M,1,2, sales executive ,3,married,4,unknown,18,2,part-time,0,2,7,7,7,no,6172,11
41,no,travel_rarely,23,1,unknown,3,M,3,3, sales executive ,3,divorced,3,Yes,13,3,full-time,1,3,9,0,7,no,6399,11
26,no,travel_rarely,25,1,unknown,3,F,3,1, human resources ,3,unknown,1,unknown,23,4,full-time,1,3,8,5,7,yes,4625,8
32,no,non-travel,9,2,unknown,4,M,1,2, sales executive ,4,divorced,0,No,17,4,full-time,3,4,8,0,7,yes,4668,8
40,no,travel_frequently,26,3,unknown,2,F,3,2, research scientist ,2,divorced,1,No,11,1,full-time,1,3,20,2,13,no,5605,20
53,no,travel_rarely,6,2,marketing,2,M,3,2, sales representative ,3,unknown,2,Yes,20,4,full-time,1,1,7,4,5,yes,7145,13
29,no,non-travel,1,1,technical degree,4,M,3,2, manufacturing director ,3,married,1,unknown,13,1,full-time,1,3,10,0,9,no,4319,10
36,no,travel_frequently,3,2,unknown,4,M,3,1, laboratory technician ,2,unknown,4,No,12,3,full-time,0,2,8,7,2,yes,7145,13
33,no,travel_rarely,14,3,unknown,4,F,3,1, research scientist ,2,unknown,1,unknown,13,4,full-time,1,3,8,1,6,yes,4625,8
51,no,travel_rarely,3,3,unknown,4,F,3,4, healthcare representative ,2,single,3,unknown,18,3,full-time,0,3,7,1,0,no,6399,11
27,no,travel_rarely,9,3,medical,4,F,3,1, research scientist ,2,single,1,No,16,4,full-time,0,2,7,0,3,no,6399,11
37,no,non-travel,21,3,life sciences,2,M,4,1, research scientist ,1,unknown,1,Yes,12,1,full-time,1,2,8,1,7,yes,3564,6
38,no,non-travel,29,3,unknown,4,M,3,2, manufacturing director ,4,married,3,No,18,1,full-time,1,1,7,1,7,yes,6261,9
49,no,non-travel,18,4,unknown,4,M,3,2, manufacturing director ,4,divorced,1,Yes,15,1,part-time,2,3,7,1,7,no,6804,7
27,no,non-travel,20,3,life sciences,4,F,3,2, sales executive ,3,single,1,unknown,14,4,full-time,0,3,7,0,7,no,4121,7
45,no,non-travel,6,3,medical,4,F,2,3, sales executive ,4,single,6,unknown,12,4,full-time,0,3,19,12,8,yes,12185,23
35,no,non-travel,1,3,unknown,3,F,3,3, sales executive ,3,single,1,No,14,1,full-time,0,4,10,0,8,yes,5633,10
33,yes,travel_rarely,2,2,unknown,1,F,3,1, laboratory technician ,1,unknown,7,No,20,1,full-time,0,4,9,1,7,yes,7145,13
52,no,non-travel,2,4,life sciences,1,M,2,5, manager ,3,unknown,1,Yes,18,4,part-time,0,4,33,15,12,yes,17225,33
40,no,non-travel,2,2,medical,1,M,3,5, research director ,3,unknown,0,No,19,4,full-time,1,3,21,3,9,yes,19436,32
38,no,non-travel,2,2,life sciences,4,M,2,2, sales executive ,4,unknown,3,No,18,4,full-time,1,3,8,7,5,yes,7145,13
46,no,non-travel,27,3,unknown,27,F,1,4, manager ,2,married,3,Yes,12,2,full-time,1,2,7,7,7,no,14705,28
45,no,travel_rarely,20,2,medical,3,M,3,4, healthcare representative ,4,married,0,Yes,14,2,full-time,0,3,20,4,10,yes,11177,21
47,yes,non-travel,10,4,life sciences,1,M,3,3, manager ,2,married,1,unknown,12,4,full-time,1,2,10,9,9,yes,6399,11
35,no,non-travel,22,3,life sciences,2,F,4,3, manager ,2,divorced,7,unknown,18,2,full-time,1,2,7,6,2,no,5633,10
29,no,travel_frequently,2,2,unknown,2,M,3,2, sales executive ,4,single,1,unknown,18,1,full-time,0,3,10,0,9,yes,6399,11
55,no,travel_rarely,20,2,technical degree,2,M,3,2, laboratory technician ,4,married,3,unknown,19,4,full-time,1,3,10,0,8,yes,6641,12
26,yes,travel_rarely,45,4,unknown,4,M,2,2, sales executive ,4,single,1,unknown,12,2,full-time,0,3,8,7,4,yes,5828,10
31,no,travel_rarely,7,3,technical degree,2,M,4,2, sales executive ,4,unknown,4,unknown,11,2,full-time,1,2,8,7,7,yes,5633,10
43,no,travel_frequently,10,4,life sciences,3,F,3,1, laboratory technician ,4,unknown,0,No,19,1,full-time,0,3,8,1,7,yes,2455,5
31,no,travel_rarely,13,3,marketing,4,M,3,2, sales executive ,4,unknown,4,unknown,12,4,full-time,3,3,7,1,7,yes,7145,13
32,no,non-travel,2,4,medical,1,F,4,2, research scientist ,4,single,7,unknown,16,3,part-time,0,2,7,0,7,yes,5055,9
33,no,non-travel,10,3,unknown,2,M,2,2, sales executive ,4,unknown,3,No,14,3,full-time,0,2,7,0,1,no,4682,8
43,no,travel_frequently,10,4,life sciences,3,F,2,2, laboratory technician ,3,divorced,1,No,11,2,part-time,1,4,9,0,0,no,5257,9
29,yes,travel_rarely,8,4,unknown,2,M,1,1, laboratory technician ,1,unknown,1,unknown,11,4,full-time,0,2,7,0,7,no,2119,7
27,no,non-travel,8,4,unknown,2,F,3,2, sales executive ,2,unknown,1,No,18,1,full-time,1,3,8,0,7,no,4625,8
29,no,travel_rarely,10,1,unknown,4,F,2,2, sales executive ,2,divorced,1,Yes,14,1,full-time,2,3,7,1,7,no,4121,7
37,no,non-travel,6,3,medical,3,M,4,2, research scientist ,1,divorced,4,unknown,13,1,part-time,2,3,7,6,7,no,5974,13
26,no,travel_rarely,1,3,unknown,3,M,3,2, sales executive ,3,unknown,1,unknown,17,2,part-time,1,3,8,7,7,yes,6399,11
40,no,travel_rarely,10,4,life sciences,4,F,4,1, laboratory technician ,3,married,3,Yes,13,3,full-time,1,3,7,1,7,yes,6399,11
41,yes,non-travel,4,3,unknown,1,M,3,2, sales executive ,2,unknown,1,No,18,3,full-time,0,3,8,7,7,no,4625,8
51,no,travel_rarely,14,2,unknown,3,F,3,2, sales executive ,4,unknown,4,No,11,3,full-time,1,2,7,0,7,yes,9665,18
37,no,non-travel,14,3,unknown,4,F,3,1, laboratory technician ,1,unknown,1,No,12,3,full-time,1,2,18,12,17,no,3034,6
56,no,non-travel,6,3,life sciences,3,F,4,4, sales executive ,1,married,9,No,11,4,part-time,3,2,7,7,7,yes,13212,36
41,no,travel_rarely,1,3,marketing,2,M,4,3, sales executive ,1,married,1,unknown,16,3,part-time,1,3,10,0,7,yes,8392,10
46,no,non-travel,18,3,medical,3,F,3,2, manufacturing director ,3,unknown,2,No,14,3,full-time,1,2,10,0,8,no,10169,19
30,no,non-travel,2,3,unknown,3,F,3,1, laboratory technician ,4,single,0,unknown,14,3,part-time,0,2,11,6,7,no,6641,12
35,no,travel_rarely,16,3,life sciences,4,M,3,3, healthcare representative ,3,unknown,4,Yes,12,3,full-time,0,3,8,0,0,no,5633,10
48,no,travel_rarely,2,5,unknown,2,F,3,2, sales executive ,4,married,2,No,14,1,full-time,1,3,9,6,7,yes,4051,14
45,no,travel_rarely,2,3,other,4,M,3,2, sales executive ,2,unknown,0,No,19,2,full-time,1,4,8,3,7,yes,4805,8
26,yes,travel_frequently,17,4,life sciences,2,F,3,1, human resources ,3,unknown,0,Yes,11,2,part-time,1,3,7,1,0,yes,2741,8
41,no,non-travel,2,4,other,1,F,2,2, healthcare representative ,3,single,2,Yes,17,1,part-time,0,3,8,0,7,yes,5633,10
34,no,non-travel,21,4,unknown,4,M,4,2, sales executive ,4,single,1,unknown,12,4,part-time,0,3,10,5,7,yes,5337,10
31,no,travel_rarely,6,4,medical,1,M,4,2, sales executive ,4,divorced,4,No,22,4,full-time,2,4,7,5,7,yes,7145,13
43,no,travel_frequently,9,5,unknown,4,M,3,2, laboratory technician ,3,divorced,3,unknown,13,2,full-time,1,3,8,4,7,no,5633,10
53,no,non-travel,1,1,unknown,4,F,3,2, sales executive ,1,single,7,unknown,20,4,full-time,0,4,14,8,10,no,9665,18
37,no,travel_rarely,3,3,other,3,M,3,3, manufacturing director ,3,married,1,No,15,3,part-time,1,3,10,7,8,yes,9434,16
54,no,non-travel,19,4,unknown,3,M,3,3, human resources ,2,unknown,2,unknown,15,3,part-time,1,4,9,7,1,yes,8657,16
38,no,travel_rarely,7,4,marketing,4,F,2,2, sales executive ,4,unknown,0,No,20,1,full-time,0,3,7,0,5,yes,6399,11
29,no,non-travel,1,4,life sciences,2,M,1,1, research scientist ,4,divorced,1,unknown,18,4,full-time,1,3,10,2,8,yes,5633,10
34,no,non-travel,9,3,medical,4,F,2,3, healthcare representative ,2,unknown,1,unknown,14,2,full-time,0,4,8,7,7,no,5129,9
39,no,non-travel,2,4,technical degree,4,F,2,2, healthcare representative ,3,single,1,No,11,1,full-time,0,3,20,11,10,no,10673,20
32,no,non-travel,10,3,marketing,4,M,3,2, sales executive ,4,unknown,1,unknown,12,4,full-time,0,2,10,0,8,yes,5396,10
38,no,travel_rarely,1,4,life sciences,2,F,4,2, healthcare representative ,4,unknown,0,unknown,13,3,full-time,0,3,9,1,8,yes,5633,10
27,no,travel_rarely,1,2,life sciences,3,F,3,3, manufacturing director ,1,married,1,unknown,11,4,full-time,0,3,9,0,7,no,5129,9
32,no,travel_rarely,3,2,life sciences,3,F,3,3, research director ,4,single,3,unknown,15,4,full-time,0,3,7,7,7,no,11159,10
47,no,non-travel,35,4,marketing,4,M,3,2, sales executive ,1,single,2,unknown,12,4,full-time,0,3,7,1,7,no,4960,20
27,no,travel_frequently,10,2,unknown,4,M,3,3, manufacturing director ,1,unknown,1,No,21,3,full-time,2,2,9,1,7,yes,8793,9
41,no,non-travel,1,3,unknown,4,M,2,5, manager ,3,unknown,1,No,12,2,part-time,1,3,22,2,10,no,19189,22
28,yes,non-travel,35,2,unknown,35,F,1,1, research scientist ,2,unknown,7,Yes,13,4,part-time,0,3,7,3,7,yes,2216,10
36,no,non-travel,8,3,unknown,1,F,4,3, research director ,1,married,9,unknown,14,1,part-time,1,3,8,0,5,no,11713,10
30,no,non-travel,27,5,marketing,3,M,3,2, sales executive ,4,divorced,7,No,23,4,part-time,1,2,8,7,7,yes,5304,10
56,no,travel_rarely,9,3,unknown,3,M,3,4, healthcare representative ,4,married,7,No,11,3,full-time,0,2,10,1,1,no,11103,30
45,no,travel_rarely,2,2,unknown,2,M,1,2, sales representative ,3,single,0,No,13,1,full-time,0,3,8,3,1,yes,6632,9
36,no,non-travel,8,4,unknown,1,M,2,3, sales executive ,1,single,1,unknown,15,2,part-time,0,3,10,0,9,no,7587,10
29,no,non-travel,27,3,medical,2,F,3,2, healthcare representative ,3,married,4,No,12,1,full-time,1,2,8,1,1,yes,4335,11
38,no,non-travel,2,4,life sciences,1,F,4,2, manufacturing director ,1,single,6,unknown,12,4,full-time,0,3,15,4,12,yes,5980,17
40,no,non-travel,13,2,medical,13,F,4,2, healthcare representative ,2,unknown,1,No,24,4,full-time,1,3,8,3,7,yes,4244,8
42,no,travel_frequently,8,3,unknown,2,M,3,5, manager ,4,unknown,1,No,13,2,full-time,1,2,24,14,9,yes,12689,24
36,no,travel_rarely,1,3,other,3,F,3,2, manufacturing director ,2,unknown,0,unknown,15,1,full-time,1,3,9,0,5,no,5228,9
29,no,travel_rarely,23,2,unknown,3,M,4,1, research scientist ,3,married,1,unknown,24,3,full-time,1,3,10,0,7,yes,2700,10
55,yes,non-travel,2,1,medical,3,M,3,2, sales executive ,4,single,4,unknown,16,3,part-time,0,2,9,7,3,no,6399,11
28,no,non-travel,2,4,unknown,2,F,3,2, sales executive ,2,unknown,1,unknown,20,1,full-time,0,3,8,7,5,yes,4625,8
26,yes,non-travel,5,2,medical,3,F,2,1, research scientist ,3,married,1,unknown,14,1,full-time,1,3,8,1,7,yes,2366,8
44,no,non-travel,9,2,unknown,2,M,3,1, research scientist ,1,unknown,1,Yes,13,4,part-time,0,3,8,7,1,yes,4625,8
41,yes,non-travel,2,4,life sciences,2,F,1,1, laboratory technician ,4,divorced,4,Yes,13,3,part-time,1,2,7,1,0,yes,6399,11
31,no,travel_rarely,7,4,unknown,2,M,2,1, sales representative ,3,unknown,3,unknown,15,2,part-time,0,4,7,5,2,no,2329,4
26,no,travel_frequently,28,3,medical,28,M,2,2, sales executive ,1,unknown,1,unknown,12,2,full-time,0,3,7,0,7,yes,4294,8
31,no,non-travel,12,3,medical,4,F,3,2, healthcare representative ,4,unknown,0,unknown,11,3,full-time,2,1,9,8,5,no,5633,10
32,no,non-travel,3,4,medical,3,F,3,2, manufacturing director ,1,married,1,unknown,12,3,full-time,1,4,8,6,3,no,6725,8
36,yes,travel_rarely,3,1,life sciences,3,M,2,3, sales executive ,4,married,1,unknown,11,1,full-time,1,3,16,3,7,no,10325,17
45,no,non-travel,47,2,unknown,47,M,3,2, laboratory technician ,2,unknown,1,unknown,12,2,full-time,0,2,9,0,8,yes,4447,8
39,no,travel_rarely,2,5,unknown,1,M,4,3, sales executive ,3,single,0,No,18,4,full-time,0,3,8,0,7,no,5129,9
36,no,non-travel,8,4,technical degree,1,M,3,2, sales executive ,4,divorced,4,No,13,4,full-time,2,3,7,0,7,yes,6641,12
46,no,non-travel,7,2,medical,4,M,3,3, manufacturing director ,3,unknown,6,unknown,13,2,full-time,1,3,8,0,7,no,10845,18
54,no,travel_rarely,17,3,technical degree,3,F,3,3, manufacturing director ,3,unknown,8,unknown,11,3,part-time,1,3,10,0,8,yes,11681,22
30,no,travel_rarely,8,2,unknown,2,F,4,3, research director ,1,unknown,0,Yes,12,3,full-time,3,2,8,1,7,yes,6399,11
26,no,non-travel,2,2,medical,4,M,4,2, manufacturing director ,4,married,1,unknown,12,2,full-time,0,3,8,1,3,no,5472,10
55,no,travel_frequently,18,4,medical,3,M,3,2, healthcare representative ,2,married,3,unknown,14,4,part-time,2,3,8,6,7,yes,6385,11
50,no,non-travel,1,3,life sciences,4,F,3,2, sales executive ,3,married,0,unknown,12,1,full-time,1,3,18,0,13,yes,6347,11
32,no,non-travel,29,4,unknown,4,F,3,1, laboratory technician ,3,single,9,No,12,2,full-time,0,3,8,7,7,yes,5633,10
53,no,travel_frequently,2,3,marketing,3,F,2,3, sales executive ,2,unknown,2,unknown,12,1,full-time,1,3,15,6,12,yes,7525,30
40,no,travel_rarely,26,3,unknown,3,M,3,2, sales executive ,1,married,1,unknown,14,2,part-time,1,2,7,7,5,no,4625,8
55,no,non-travel,2,1,unknown,3,M,2,4, manager ,1,single,7,No,15,2,full-time,0,4,9,6,2,yes,6399,11
28,yes,non-travel,24,2,unknown,2,M,2,3, healthcare representative ,1,single,1,No,12,1,full-time,0,2,10,1,9,no,5633,10
28,no,travel_rarely,10,3,other,3,F,3,2, research scientist ,3,single,3,No,13,4,part-time,0,4,8,1,7,yes,3660,7
35,yes,non-travel,4,3,technical degree,4,M,3,3, sales executive ,1,unknown,0,unknown,22,1,part-time,0,3,8,4,7,yes,5129,9
