,age,attrition,business_travel,distance_from_home,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income_$,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,worklife_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,remote_work
188,32,yes,travel_rarely,4,4,,4,M,1,3, sales executive ,4,married,10400.0,1,No,11,3.0,3,part-time,0,14.0,2.0,14,9,8,no
189,30,no,non-travel,1,1,life sciences,3,M,2,3, manufacturing director ,3,,,1,No,22,4.0,3,part-time,0,,3.0,11,5,8,yes
190,37,no,non-travel,11,3,,2,M,3,3, research director ,4,,,1,,14,3.0,3,full-time,3,,3.0,10,0,7,yes
191,37,no,non-travel,4,4,,1,M,3,1, sales representative ,4,divorced,2793.0,4,No,17,3.0,3,part-time,1,13.0,3.0,9,5,8,no
192,40,no,non-travel,24,2,technical degree,1,M,3,2, research scientist ,4,,,1,No,17,3.0,1,full-time,2,,3.0,9,4,7,no
193,36,no,non-travel,24,4,,2,F,3,2, laboratory technician ,2,married,5674.0,7,,15,3.0,3,full-time,1,11.0,3.0,9,0,8,yes
194,32,no,travel_rarely,7,3,life sciences,4,M,2,2, sales executive ,3,married,,1,,14,3.0,3,full-time,1,13.0,2.0,13,4,8,yes
195,38,no,non-travel,25,2,life sciences,1,F,2,3, research director ,2,,,3,,17,3.0,3,full-time,1,,3.0,10,0,1,yes
196,30,no,travel_rarely,28,2,,4,F,3,2, research scientist ,4,married,,1,No,13,3.0,4,part-time,2,11.0,3.0,10,1,9,yes
197,39,no,non-travel,1,1,,2,M,3,5, manager ,3,,19197.0,1,,14,3.0,3,full-time,1,21.0,3.0,21,1,6,yes
198,60,no,non-travel,7,3,life sciences,1,F,3,5, manager ,1,,,5,No,11,3.0,4,part-time,0,33.0,1.0,29,11,10,yes
199,30,no,non-travel,22,4,other,3,F,3,3, sales executive ,1,,8412.0,0,,11,3.0,3,full-time,0,10.0,3.0,9,7,8,yes
200,31,no,travel_rarely,9,1,,3,M,3,3, manufacturing director ,2,divorced,,1,No,25,4.0,4,full-time,1,,4.0,13,0,8,yes
201,33,yes,non-travel,3,3,life sciences,1,M,3,1, research scientist ,1,single,3348.0,1,Yes,11,3.0,1,part-time,0,,3.0,10,9,7,no
202,50,no,non-travel,28,1,medical,4,M,4,1, laboratory technician ,3,married,,1,Yes,11,,3,full-time,3,20.0,3.0,20,3,8,yes
203,32,no,non-travel,24,4,life sciences,1,M,3,2, laboratory technician ,4,,5309.0,1,No,15,,4,full-time,2,10.0,3.0,10,4,7,yes
204,42,no,non-travel,29,3,,2,M,3,2, manufacturing director ,2,,,1,,13,3.0,4,part-time,1,10.0,2.0,9,7,8,yes
205,49,yes,non-travel,11,3,marketing,3,F,3,3, sales executive ,4,married,7654.0,1,No,18,3.0,1,full-time,2,,4.0,9,7,7,no
206,27,no,non-travel,5,1,,3,M,2,3, research director ,4,divorced,12808.0,1,,16,3.0,2,full-time,1,,3.0,9,0,8,yes
207,33,no,travel_rarely,1,3,medical,1,M,4,2, sales executive ,1,divorced,,1,,22,,1,full-time,1,9.0,3.0,9,0,8,yes
208,52,no,non-travel,26,4,,3,F,2,4, manufacturing director ,4,married,,3,No,22,4.0,3,part-time,0,31.0,3.0,9,0,0,no
209,32,no,non-travel,5,2,life sciences,2,M,3,2, sales executive ,2,,,1,No,14,3.0,4,part-time,1,10.0,3.0,10,5,3,yes
210,36,no,non-travel,14,1,life sciences,3,M,3,2, healthcare representative ,4,,6586.0,0,,17,3.0,1,full-time,1,,2.0,16,4,11,no
211,31,no,non-travel,20,2,,4,F,3,2, sales executive ,3,,,1,,13,3.0,4,full-time,1,,2.0,9,0,0,no
212,36,no,travel_rarely,2,4,medical,3,M,3,1, laboratory technician ,3,single,2519.0,4,No,21,4.0,3,full-time,0,,3.0,11,3,9,yes
213,52,no,non-travel,1,2,life sciences,4,M,3,4, manager ,4,married,17099.0,2,,15,3.0,2,part-time,1,26.0,,9,7,8,yes
214,33,no,non-travel,17,3,,4,M,3,4, manager ,3,single,,1,,11,3.0,4,full-time,0,10.0,3.0,10,6,0,no
215,45,no,non-travel,23,2,life sciences,4,M,3,2, laboratory technician ,1,,,1,Yes,15,3.0,3,part-time,1,9.0,3.0,9,0,8,yes
216,36,no,travel_rarely,12,5,,4,F,2,3, manufacturing director ,4,,,0,,11,3.0,2,full-time,0,15.0,2.0,14,7,8,yes
217,49,no,non-travel,8,4,,4,M,2,4, sales executive ,2,,13120.0,6,,17,3.0,2,part-time,1,22.0,3.0,9,2,3,no
218,29,yes,non-travel,23,1,,4,F,2,3, sales executive ,1,,,1,,13,,1,full-time,1,11.0,1.0,11,3,10,yes
219,29,no,non-travel,6,1,,2,F,3,1, laboratory technician ,4,married,3131.0,1,,13,3.0,1,full-time,1,,3.0,10,0,8,no
220,37,no,non-travel,1,3,life sciences,4,F,2,2, manufacturing director ,4,married,,1,,13,3.0,2,part-time,1,14.0,2.0,14,3,11,yes
221,33,no,travel_rarely,10,5,,4,M,4,3, sales executive ,3,,,0,,14,3.0,4,full-time,2,,3.0,9,0,8,yes
222,34,no,travel_frequently,19,3,medical,3,F,3,2, laboratory technician ,2,divorced,4444.0,4,No,13,3.0,3,part-time,2,15.0,4.0,11,5,10,yes
223,28,no,non-travel,1,3,,3,F,1,2, laboratory technician ,4,married,6674.0,0,No,11,3.0,1,full-time,3,10.0,3.0,9,7,5,yes
224,31,no,non-travel,2,4,,4,F,3,3, sales executive ,3,,9852.0,1,Yes,19,3.0,1,full-time,1,10.0,2.0,10,9,6,yes
225,42,no,non-travel,2,1,life sciences,3,M,3,4, manager ,3,,17861.0,0,Yes,13,,4,part-time,0,21.0,2.0,20,2,10,no
226,40,no,travel_rarely,2,3,life sciences,3,M,3,2, research scientist ,4,single,,1,,13,3.0,3,part-time,0,9.0,3.0,9,8,8,yes
227,34,no,non-travel,15,2,medical,3,F,3,2, sales executive ,1,single,,1,,12,3.0,4,full-time,0,,4.0,10,9,6,yes
228,58,no,travel_rarely,1,3,,4,F,3,5, research director ,1,,,3,,21,4.0,3,full-time,1,,3.0,9,1,5,no
229,31,yes,travel_frequently,1,5,,3,F,4,3, manufacturing director ,2,,7446.0,1,,11,3.0,1,full-time,0,,3.0,10,4,7,yes
230,40,no,non-travel,8,1,,4,M,2,3, research director ,2,,13757.0,2,No,11,3.0,3,full-time,1,16.0,3.0,9,4,8,yes
231,53,no,non-travel,2,3,medical,4,M,4,4, research director ,2,single,16598.0,4,No,12,3.0,2,full-time,0,35.0,2.0,9,8,8,yes
232,34,no,non-travel,15,3,,2,M,3,4, research director ,1,,,7,,14,3.0,4,full-time,2,16.0,2.0,14,6,9,yes
233,35,no,travel_rarely,16,3,life sciences,4,F,2,3, healthcare representative ,2,single,,1,No,19,3.0,4,full-time,0,,1.0,11,3,3,yes
234,37,no,non-travel,13,3,,1,M,3,2, research scientist ,4,married,4285.0,1,,17,3.0,1,full-time,0,,3.0,10,3,7,yes
235,42,no,travel_frequently,2,3,,4,M,3,3, healthcare representative ,4,,10124.0,2,Yes,14,3.0,3,part-time,1,24.0,1.0,20,13,9,yes
236,45,no,non-travel,1,4,,1,M,3,3, healthcare representative ,2,divorced,,1,,12,3.0,1,full-time,3,,3.0,10,7,7,yes
237,30,yes,travel_rarely,1,3,,2,M,2,2, sales executive ,1,married,9714.0,1,No,11,3.0,4,full-time,1,,3.0,10,6,7,yes
238,38,no,travel_rarely,14,3,life sciences,3,M,3,2, sales executive ,2,married,9924.0,0,,11,3.0,4,part-time,1,10.0,3.0,9,7,7,yes
239,50,no,non-travel,20,5,medical,2,M,3,4, healthcare representative ,3,,11245.0,2,,15,3.0,3,part-time,1,32.0,3.0,30,12,13,no
240,39,no,travel_rarely,3,2,,3,M,2,2, laboratory technician ,3,,3069.0,0,,15,3.0,4,full-time,1,,,10,0,7,yes
241,34,no,travel_rarely,3,3,,4,F,3,2, research scientist ,2,,,1,No,12,3.0,3,part-time,1,11.0,3.0,11,7,9,yes
242,54,no,travel_rarely,22,5,,2,F,3,4, manager ,3,,,3,,25,4.0,3,part-time,1,36.0,3.0,10,4,7,yes
243,41,no,travel_rarely,6,3,marketing,4,M,3,3, sales executive ,3,,9241.0,1,No,12,3.0,2,full-time,0,,3.0,10,8,7,no
244,39,no,non-travel,1,3,life sciences,4,M,3,2, laboratory technician ,4,married,6472.0,1,,15,3.0,4,full-time,1,,3.0,9,5,8,yes
245,40,no,travel_rarely,7,4,,2,M,3,5, manager ,2,,,1,No,14,3.0,2,full-time,0,,2.0,21,12,8,no
246,33,no,non-travel,4,3,technical degree,4,M,3,2, research scientist ,2,,3055.0,5,No,15,,4,full-time,2,11.0,2.0,9,1,7,yes
247,36,no,non-travel,10,3,life sciences,4,M,3,3, healthcare representative ,1,,8321.0,7,,13,3.0,4,part-time,1,15.0,3.0,12,5,7,no
248,33,no,non-travel,8,4,life sciences,4,M,4,1, research scientist ,1,married,3143.0,6,No,19,3.0,2,full-time,1,14.0,3.0,10,7,6,yes
249,34,no,travel_rarely,8,2,,2,M,4,2, sales executive ,3,,,1,No,21,4.0,3,full-time,2,10.0,3.0,10,4,8,no
250,29,no,travel_frequently,46,1,medical,4,M,3,1, laboratory technician ,4,married,,1,No,13,,2,full-time,0,,4.0,11,3,10,no
251,46,no,travel_rarely,2,2,life sciences,4,M,3,3, manufacturing director ,4,divorced,8578.0,3,,14,3.0,3,full-time,1,12.0,2.0,9,4,7,yes
252,27,no,travel_rarely,23,1,medical,2,F,2,2, sales representative ,3,married,,1,No,21,4.0,4,full-time,1,,3.0,9,5,8,no
253,31,no,non-travel,36,3,life sciences,2,M,3,2, laboratory technician ,3,divorced,4197.0,1,No,11,3.0,1,full-time,1,10.0,3.0,10,0,2,no
254,45,no,travel_rarely,25,2,life sciences,2,F,2,2, manufacturing director ,4,,,0,No,13,,4,full-time,2,10.0,2.0,9,3,8,yes
255,34,no,travel_rarely,1,3,marketing,1,M,3,3, sales executive ,4,,9888.0,1,No,21,4.0,1,full-time,0,14.0,2.0,14,2,1,no
256,31,no,non-travel,1,3,life sciences,4,M,1,2, research scientist ,1,married,,1,,21,,2,full-time,0,10.0,3.0,10,8,7,yes
257,35,no,non-travel,7,4,,3,F,3,2, sales executive ,4,,,1,Yes,11,3.0,4,part-time,0,10.0,3.0,10,0,9,no
258,39,no,travel_rarely,15,4,marketing,2,M,3,4, sales executive ,1,single,13341.0,0,No,12,3.0,1,full-time,0,21.0,3.0,20,11,10,no
259,40,no,travel_rarely,2,2,marketing,2,F,3,2, sales executive ,2,married,5677.0,3,No,14,3.0,3,full-time,1,,3.0,11,5,10,yes
260,30,no,travel_rarely,1,2,medical,4,M,3,1, laboratory technician ,2,married,,1,No,13,3.0,3,part-time,0,12.0,2.0,12,1,7,no
261,47,no,non-travel,1,1,,3,F,3,3, research director ,2,married,,0,No,18,3.0,1,part-time,2,14.0,1.0,13,5,12,yes
262,52,no,non-travel,29,4,,1,M,3,1, sales representative ,4,divorced,,2,,15,3.0,2,full-time,2,16.0,,9,0,0,yes
263,49,no,travel_frequently,8,1,,3,M,2,2, research scientist ,2,married,,1,No,23,4.0,4,part-time,1,10.0,3.0,10,1,7,yes
264,33,no,travel_frequently,19,4,life sciences,19,F,3,1, research scientist ,3,married,2909.0,1,,11,3.0,3,full-time,0,,3.0,8,3,0,yes
265,32,no,non-travel,2,2,life sciences,4,M,3,1, laboratory technician ,4,,,0,,13,3.0,3,part-time,0,8.0,2.0,7,3,6,yes
266,38,no,travel_frequently,23,3,,4,M,2,3, manufacturing director ,3,,9526.0,0,No,21,4.0,2,full-time,0,,3.0,9,1,8,yes
267,36,no,travel_rarely,27,3,medical,3,M,3,2, healthcare representative ,3,,,6,,13,3.0,2,full-time,2,17.0,2.0,7,7,7,yes
268,42,no,non-travel,8,4,,3,M,3,2, sales executive ,2,,6825.0,0,,11,,4,full-time,1,10.0,3.0,9,4,2,no
269,31,no,non-travel,7,4,life sciences,4,M,3,2, laboratory technician ,4,divorced,,3,No,22,4.0,4,full-time,1,,2.0,7,1,7,no
270,31,no,travel_rarely,8,4,,3,F,3,2, manufacturing director ,4,single,4424.0,1,No,23,4.0,4,part-time,0,11.0,3.0,11,1,8,no
271,51,no,non-travel,21,4,marketing,3,M,3,2, sales executive ,4,,5441.0,0,,22,4.0,4,full-time,0,11.0,1.0,10,1,0,yes
272,34,yes,travel_frequently,7,3,,1,M,1,2, laboratory technician ,3,,6074.0,1,Yes,24,4.0,4,full-time,0,9.0,,9,0,6,yes
273,36,no,non-travel,11,2,technical degree,2,F,3,3, sales executive ,4,,,0,No,14,3.0,3,part-time,1,10.0,3.0,9,2,8,no
274,30,no,travel_frequently,23,3,,1,M,1,1, research scientist ,3,divorced,,1,No,25,4.0,3,part-time,3,,2.0,10,0,9,no
275,33,no,non-travel,12,2,,12,M,3,2, sales executive ,2,married,6146.0,0,,13,3.0,1,full-time,1,,4.0,7,0,7,yes
276,31,yes,non-travel,6,4,life sciences,2,M,1,2, sales executive ,3,married,6172.0,4,,18,3.0,2,part-time,0,,2.0,7,7,7,no
277,41,no,travel_rarely,23,1,,3,M,3,3, sales executive ,3,divorced,,3,Yes,13,3.0,3,full-time,1,,3.0,9,0,7,no
278,26,no,travel_rarely,25,1,,3,F,3,1, human resources ,3,,,1,,23,4.0,4,full-time,1,8.0,3.0,8,5,7,yes
279,32,no,non-travel,9,2,,4,M,1,2, sales executive ,4,divorced,4668.0,0,No,17,3.0,4,full-time,3,,4.0,8,0,7,yes
280,40,no,travel_frequently,26,3,,2,F,3,2, research scientist ,2,divorced,5605.0,1,No,11,3.0,1,full-time,1,20.0,3.0,20,2,13,no
281,53,no,travel_rarely,6,2,marketing,2,M,3,2, sales representative ,3,,,2,Yes,20,4.0,4,full-time,1,13.0,1.0,7,4,5,yes
282,29,no,non-travel,1,1,technical degree,4,M,3,2, manufacturing director ,3,married,4319.0,1,,13,3.0,1,full-time,1,10.0,3.0,10,0,9,no
283,36,no,travel_frequently,3,2,,4,M,3,1, laboratory technician ,2,,,4,No,12,,3,full-time,0,13.0,2.0,8,7,2,yes
284,33,no,travel_rarely,14,3,,4,F,3,1, research scientist ,2,,,1,,13,3.0,4,full-time,1,8.0,3.0,8,1,6,yes
285,51,no,travel_rarely,3,3,,4,F,3,4, healthcare representative ,2,single,,3,,18,3.0,3,full-time,0,,3.0,7,1,0,no
286,27,no,travel_rarely,9,3,medical,4,F,3,1, research scientist ,2,single,,1,No,16,3.0,4,full-time,0,,2.0,7,0,3,no
287,37,no,non-travel,21,3,life sciences,2,M,4,1, research scientist ,1,,3564.0,1,Yes,12,3.0,1,full-time,1,,2.0,8,1,7,yes
288,38,no,non-travel,29,3,,4,M,3,2, manufacturing director ,4,married,6261.0,3,No,18,3.0,1,full-time,1,9.0,1.0,7,1,7,yes
289,49,no,non-travel,18,4,,4,M,3,2, manufacturing director ,4,divorced,6804.0,1,Yes,15,3.0,1,part-time,2,7.0,3.0,7,1,7,no
290,27,no,non-travel,20,3,life sciences,4,F,3,2, sales executive ,3,single,,1,,14,3.0,4,full-time,0,7.0,3.0,7,0,7,no
291,45,no,non-travel,6,3,medical,4,F,2,3, sales executive ,4,single,,6,,12,3.0,4,full-time,0,23.0,3.0,19,12,8,yes
292,35,no,non-travel,1,3,,3,F,3,3, sales executive ,3,single,,1,No,14,3.0,1,full-time,0,10.0,4.0,10,0,8,yes
293,33,yes,travel_rarely,2,2,,1,F,3,1, laboratory technician ,1,,,7,No,20,,1,full-time,0,13.0,4.0,9,1,7,yes
294,52,no,non-travel,2,4,life sciences,1,M,2,5, manager ,3,,,1,Yes,18,3.0,4,part-time,0,33.0,4.0,33,15,12,yes
295,40,no,non-travel,2,2,medical,1,M,3,5, research director ,3,,19436.0,0,No,19,3.0,4,full-time,1,,3.0,21,3,9,yes
296,38,no,non-travel,2,2,life sciences,4,M,2,2, sales executive ,4,,,3,No,18,3.0,4,full-time,1,13.0,3.0,8,7,5,yes
297,46,no,non-travel,27,3,,27,F,1,4, manager ,2,married,,3,Yes,12,3.0,2,full-time,1,28.0,2.0,7,7,7,no
298,45,no,travel_rarely,20,2,medical,3,M,3,4, healthcare representative ,4,married,,0,Yes,14,3.0,2,full-time,0,21.0,3.0,20,4,10,yes
299,47,yes,non-travel,10,4,life sciences,1,M,3,3, manager ,2,married,,1,,12,3.0,4,full-time,1,,2.0,10,9,9,yes
300,35,no,non-travel,22,3,life sciences,2,F,4,3, manager ,2,divorced,,7,,18,,2,full-time,1,10.0,2.0,7,6,2,no
301,29,no,travel_frequently,2,2,,2,M,3,2, sales executive ,4,single,,1,,18,3.0,1,full-time,0,,,10,0,9,yes
302,55,no,travel_rarely,20,2,technical degree,2,M,3,2, laboratory technician ,4,married,,3,,19,,4,full-time,1,12.0,3.0,10,0,8,yes
303,26,yes,travel_rarely,45,4,,4,M,2,2, sales executive ,4,single,5828.0,1,,12,3.0,2,full-time,0,,,8,7,4,yes
304,31,no,travel_rarely,7,3,technical degree,2,M,4,2, sales executive ,4,,,4,,11,3.0,2,full-time,1,10.0,2.0,8,7,7,yes
305,43,no,travel_frequently,10,4,life sciences,3,F,3,1, laboratory technician ,4,,2455.0,0,No,19,3.0,1,full-time,0,,3.0,8,1,7,yes
306,31,no,travel_rarely,13,3,marketing,4,M,3,2, sales executive ,4,,,4,,12,3.0,4,full-time,3,13.0,3.0,7,1,7,yes
307,32,no,non-travel,2,4,medical,1,F,4,2, research scientist ,4,single,5055.0,7,,16,3.0,3,part-time,0,,2.0,7,0,7,yes
308,33,no,non-travel,10,3,,2,M,2,2, sales executive ,4,,4682.0,3,No,14,3.0,3,full-time,0,,2.0,7,0,1,no
309,43,no,travel_frequently,10,4,life sciences,3,F,2,2, laboratory technician ,3,divorced,5257.0,1,No,11,,2,part-time,1,9.0,4.0,9,0,0,no
310,29,yes,travel_rarely,8,4,,2,M,1,1, laboratory technician ,1,,2119.0,1,,11,3.0,4,full-time,0,7.0,2.0,7,0,7,no
311,27,no,non-travel,8,4,,2,F,3,2, sales executive ,2,,,1,No,18,3.0,1,full-time,1,8.0,3.0,8,0,7,no
312,29,no,travel_rarely,10,1,,4,F,2,2, sales executive ,2,divorced,,1,Yes,14,3.0,1,full-time,2,7.0,3.0,7,1,7,no
313,37,no,non-travel,6,3,medical,3,M,4,2, research scientist ,1,divorced,5974.0,4,,13,3.0,1,part-time,2,13.0,3.0,7,6,7,no
314,26,no,travel_rarely,1,3,,3,M,3,2, sales executive ,3,,,1,,17,3.0,2,part-time,1,,3.0,8,7,7,yes
315,40,no,travel_rarely,10,4,life sciences,4,F,4,1, laboratory technician ,3,married,,3,Yes,13,3.0,3,full-time,1,,3.0,7,1,7,yes
316,41,yes,non-travel,4,3,,1,M,3,2, sales executive ,2,,,1,No,18,3.0,3,full-time,0,8.0,3.0,8,7,7,no
317,51,no,travel_rarely,14,2,,3,F,3,2, sales executive ,4,,,4,No,11,3.0,3,full-time,1,18.0,2.0,7,0,7,yes
318,37,no,non-travel,14,3,,4,F,3,1, laboratory technician ,1,,3034.0,1,No,12,3.0,3,full-time,1,,2.0,18,12,17,no
319,56,no,non-travel,6,3,life sciences,3,F,4,4, sales executive ,1,married,13212.0,9,No,11,3.0,4,part-time,3,36.0,2.0,7,7,7,yes
320,41,no,travel_rarely,1,3,marketing,2,M,4,3, sales executive ,1,married,8392.0,1,,16,3.0,3,part-time,1,10.0,3.0,10,0,7,yes
321,46,no,non-travel,18,3,medical,3,F,3,2, manufacturing director ,3,,,2,No,14,3.0,3,full-time,1,19.0,2.0,10,0,8,no
322,30,no,non-travel,2,3,,3,F,3,1, laboratory technician ,4,single,,0,,14,3.0,3,part-time,0,12.0,2.0,11,6,7,no
323,35,no,travel_rarely,16,3,life sciences,4,M,3,3, healthcare representative ,3,,,4,Yes,12,3.0,3,full-time,0,10.0,3.0,8,0,0,no
324,48,no,travel_rarely,2,5,,2,F,3,2, sales executive ,4,married,4051.0,2,No,14,3.0,1,full-time,1,14.0,3.0,9,6,7,yes
325,45,no,travel_rarely,2,3,other,4,M,3,2, sales executive ,2,,4805.0,0,No,19,3.0,2,full-time,1,,4.0,8,3,7,yes
326,26,yes,travel_frequently,17,4,life sciences,2,F,3,1, human resources ,3,,2741.0,0,Yes,11,3.0,2,part-time,1,8.0,,7,1,0,yes
327,41,no,non-travel,2,4,other,1,F,2,2, healthcare representative ,3,single,,2,Yes,17,3.0,1,part-time,0,10.0,3.0,8,0,7,yes
328,34,no,non-travel,21,4,,4,M,4,2, sales executive ,4,single,5337.0,1,,12,3.0,4,part-time,0,10.0,3.0,10,5,7,yes
329,31,no,travel_rarely,6,4,medical,1,M,4,2, sales executive ,4,divorced,,4,No,22,4.0,4,full-time,2,13.0,4.0,7,5,7,yes
330,43,no,travel_frequently,9,5,,4,M,3,2, laboratory technician ,3,divorced,,3,,13,3.0,2,full-time,1,10.0,3.0,8,4,7,no
331,53,no,non-travel,1,1,,4,F,3,2, sales executive ,1,single,,7,,20,4.0,4,full-time,0,18.0,4.0,14,8,10,no
332,37,no,travel_rarely,3,3,other,3,M,3,3, manufacturing director ,3,married,9434.0,1,No,15,,3,part-time,1,,3.0,10,7,8,yes
333,54,no,non-travel,19,4,,3,M,3,3, human resources ,2,,,2,,15,,3,part-time,1,16.0,4.0,9,7,1,yes
334,38,no,travel_rarely,7,4,marketing,4,F,2,2, sales executive ,4,,,0,No,20,,1,full-time,0,,3.0,7,0,5,yes
335,29,no,non-travel,1,4,life sciences,2,M,1,1, research scientist ,4,divorced,,1,,18,3.0,4,full-time,1,10.0,3.0,10,2,8,yes
336,34,no,non-travel,9,3,medical,4,F,2,3, healthcare representative ,2,,,1,,14,3.0,2,full-time,0,9.0,4.0,8,7,7,no
337,39,no,non-travel,2,4,technical degree,4,F,2,2, healthcare representative ,3,single,,1,No,11,3.0,1,full-time,0,20.0,3.0,20,11,10,no
338,32,no,non-travel,10,3,marketing,4,M,3,2, sales executive ,4,,5396.0,1,,12,3.0,4,full-time,0,10.0,2.0,10,0,8,yes
339,38,no,travel_rarely,1,4,life sciences,2,F,4,2, healthcare representative ,4,,,0,,13,3.0,3,full-time,0,10.0,,9,1,8,yes
340,27,no,travel_rarely,1,2,life sciences,3,F,3,3, manufacturing director ,1,married,,1,,11,3.0,4,full-time,0,9.0,3.0,9,0,7,no
341,32,no,travel_rarely,3,2,life sciences,3,F,3,3, research director ,4,single,11159.0,3,,15,3.0,4,full-time,0,10.0,3.0,7,7,7,no
342,47,no,non-travel,35,4,marketing,4,M,3,2, sales executive ,1,single,4960.0,2,,12,3.0,4,full-time,0,20.0,3.0,7,1,7,no
343,27,no,travel_frequently,10,2,,4,M,3,3, manufacturing director ,1,,8793.0,1,No,21,4.0,3,full-time,2,9.0,2.0,9,1,7,yes
344,41,no,non-travel,1,3,,4,M,2,5, manager ,3,,19189.0,1,No,12,,2,part-time,1,22.0,3.0,22,2,10,no
345,28,yes,non-travel,35,2,,35,F,1,1, research scientist ,2,,2216.0,7,Yes,13,3.0,4,part-time,0,10.0,3.0,7,3,7,yes
346,36,no,non-travel,8,3,,1,F,4,3, research director ,1,married,11713.0,9,,14,3.0,1,part-time,1,10.0,3.0,8,0,5,no
347,30,no,non-travel,27,5,marketing,3,M,3,2, sales executive ,4,divorced,5304.0,7,No,23,,4,part-time,1,10.0,2.0,8,7,7,yes
348,56,no,travel_rarely,9,3,,3,M,3,4, healthcare representative ,4,married,11103.0,7,No,11,3.0,3,full-time,0,30.0,2.0,10,1,1,no
349,45,no,travel_rarely,2,2,,2,M,1,2, sales representative ,3,single,6632.0,0,No,13,3.0,1,full-time,0,9.0,3.0,8,3,1,yes
350,36,no,non-travel,8,4,,1,M,2,3, sales executive ,1,single,7587.0,1,,15,3.0,2,part-time,0,10.0,3.0,10,0,9,no
351,29,no,non-travel,27,3,medical,2,F,3,2, healthcare representative ,3,married,4335.0,4,No,12,3.0,1,full-time,1,11.0,2.0,8,1,1,yes
352,38,no,non-travel,2,4,life sciences,1,F,4,2, manufacturing director ,1,single,5980.0,6,,12,3.0,4,full-time,0,17.0,3.0,15,4,12,yes
353,40,no,non-travel,13,2,medical,13,F,4,2, healthcare representative ,2,,4244.0,1,No,24,4.0,4,full-time,1,8.0,3.0,8,3,7,yes
354,42,no,travel_frequently,8,3,,2,M,3,5, manager ,4,,,1,No,13,3.0,2,full-time,1,24.0,2.0,24,14,9,yes
355,36,no,travel_rarely,1,3,other,3,F,3,2, manufacturing director ,2,,5228.0,0,,15,3.0,1,full-time,1,,3.0,9,0,5,no
356,29,no,travel_rarely,23,2,,3,M,4,1, research scientist ,3,married,2700.0,1,,24,4.0,3,full-time,1,10.0,3.0,10,0,7,yes
357,55,yes,non-travel,2,1,medical,3,M,3,2, sales executive ,4,single,,4,,16,3.0,3,part-time,0,,2.0,9,7,3,no
358,28,no,non-travel,2,4,,2,F,3,2, sales executive ,2,,,1,,20,4.0,1,full-time,0,8.0,3.0,8,7,5,yes
359,26,yes,non-travel,5,2,medical,3,F,2,1, research scientist ,3,married,2366.0,1,,14,3.0,1,full-time,1,8.0,3.0,8,1,7,yes
360,44,no,non-travel,9,2,,2,M,3,1, research scientist ,1,,,1,Yes,13,3.0,4,part-time,0,8.0,3.0,8,7,1,yes
361,41,yes,non-travel,2,4,life sciences,2,F,1,1, laboratory technician ,4,divorced,,4,Yes,13,3.0,3,part-time,1,,2.0,7,1,0,yes
362,31,no,travel_rarely,7,4,,2,M,2,1, sales representative ,3,,2329.0,3,,15,,2,part-time,0,,4.0,7,5,2,no
363,26,no,travel_frequently,28,3,medical,28,M,2,2, sales executive ,1,,4294.0,1,,12,3.0,2,full-time,0,,3.0,7,0,7,yes
364,31,no,non-travel,12,3,medical,4,F,3,2, healthcare representative ,4,,,0,,11,3.0,3,full-time,2,10.0,1.0,9,8,5,no
365,32,no,non-travel,3,4,medical,3,F,3,2, manufacturing director ,1,married,6725.0,1,,12,3.0,3,full-time,1,8.0,4.0,8,6,3,no
366,36,yes,travel_rarely,3,1,life sciences,3,M,2,3, sales executive ,4,married,10325.0,1,,11,,1,full-time,1,,3.0,16,3,7,no
367,45,no,non-travel,47,2,,47,M,3,2, laboratory technician ,2,,4447.0,1,,12,3.0,2,full-time,0,,2.0,9,0,8,yes
368,39,no,travel_rarely,2,5,,1,M,4,3, sales executive ,3,single,,0,No,18,3.0,4,full-time,0,9.0,3.0,8,0,7,no
369,36,no,non-travel,8,4,technical degree,1,M,3,2, sales executive ,4,divorced,,4,No,13,,4,full-time,2,12.0,3.0,7,0,7,yes
370,46,no,non-travel,7,2,medical,4,M,3,3, manufacturing director ,3,,10845.0,6,,13,3.0,2,full-time,1,,3.0,8,0,7,no
371,54,no,travel_rarely,17,3,technical degree,3,F,3,3, manufacturing director ,3,,,8,,11,,3,part-time,1,22.0,3.0,10,0,8,yes
372,30,no,travel_rarely,8,2,,2,F,4,3, research director ,1,,,0,Yes,12,3.0,3,full-time,3,,2.0,8,1,7,yes
373,26,no,non-travel,2,2,medical,4,M,4,2, manufacturing director ,4,married,5472.0,1,,12,3.0,2,full-time,0,,3.0,8,1,3,no
374,55,no,travel_frequently,18,4,medical,3,M,3,2, healthcare representative ,2,married,6385.0,3,,14,3.0,4,part-time,2,,3.0,8,6,7,yes
375,50,no,non-travel,1,3,life sciences,4,F,3,2, sales executive ,3,married,6347.0,0,,12,3.0,1,full-time,1,,3.0,18,0,13,yes
376,32,no,non-travel,29,4,,4,F,3,1, laboratory technician ,3,single,,9,No,12,3.0,2,full-time,0,10.0,3.0,8,7,7,yes
